Email;Tip;Kaynak;Tarih
ihrticari@ticaret.gov.tr;E-Posta;İhracat;3/20/2026
info@zoreltekstil.com.tr;E-Posta;Turkish Towels | Hotel Towels - Robes | Zorel Textile Turkey;3/20/2026
zgk-logo@1200x-8.png;E-Posta;ZGK Gökşin Kimya;3/20/2026
info@goksinkimya.com.tr;E-Posta;ZGK Gökşin Kimya;3/20/2026
info@zimek.com.tr;E-Posta;Zimek - ZİMEK MAKİNA;3/20/2026
zorlu-logo@2.png;E-Posta;Anasayfa | Zorlu;3/20/2026
zorlu-logo@3.png;E-Posta;Anasayfa | Zorlu;3/20/2026
zorlu-logo-beyaz@2.png;E-Posta;Anasayfa | Zorlu;3/20/2026
zorlu-logo-beyaz@3.png;E-Posta;Anasayfa | Zorlu;3/20/2026
zorlu-logo-alt@2.png;E-Posta;Anasayfa | Zorlu;3/20/2026
zorlu-logo-alt@3.png;E-Posta;Anasayfa | Zorlu;3/20/2026
icon-close@2.png;E-Posta;Anasayfa | Zorlu;3/20/2026
icon-close@3.png;E-Posta;Anasayfa | Zorlu;3/20/2026
nak@nakkablo.com;E-Posta;Nak Kablo - Dünyayı Saran Teknoloji | Nak Kablo - Dünyayı Saran Teknoloji;3/20/2026
contact@yourturkeyoffice.com;E-Posta;Your Turkey Office – Your Turkey Office;3/20/2026
satisdestek@bagajhavuzu.com;E-Posta;Bagaj Havuzu 3D Havuzlu Bagaj Paspası Modelleri ve Fiyatları;3/20/2026
info@yorka.com.tr;E-Posta;Yorka Tekstil - Baskılı Havlu Ve Tekstil Promosyon ürünleri;3/20/2026
yongamobilya@yongamobilya.com;E-Posta;Yonga Mobilya;3/20/2026
info@yigitkardesler.com.tr;E-Posta;Yiğit Kardeşler Denizli | Toptancı Hal;3/20/2026
info@turiya.com.tr;E-Posta;Turiya – Endüstriyel Tesislerinizi En Yüksek Standartlarda Kuruyor.;3/20/2026
info@yildirimlarbaski.com.tr;E-Posta;YILDIRIMLAR BASKI BOYA SAN. VE TİC. A.Ş.;3/20/2026
info@iklilderi.com;E-Posta;YILDIRIMLAR BASKI BOYA SAN. VE TİC. A.Ş.;3/20/2026
isim@email.com;E-Posta;YILDIRIMLAR BASKI BOYA SAN. VE TİC. A.Ş.;3/20/2026
muhasebe@yetiskintekstil.com;E-Posta;YETİŞKİN BİLİŞİM TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ;3/20/2026
alican.aksakal@protonmail.ch;E-Posta;Satılık Web Sayfası;3/20/2026
info@yenigulteks.com;E-Posta;Yenigülteks Tekstil San. Tic. Ltd. Şti.;3/20/2026
info@yesmar.com.tr;E-Posta;Yesmar Mermer LTD. ŞTİ.;3/20/2026
sirrikayhan@yemsis.com;E-Posta;SAION EM;3/20/2026
info@davrazsocks.com;E-Posta;DAVRAZ SOCKS - Çorap - Çorap Toptancısı - Çorap Fabrikası - Çorap Fiyatları - Çorap Modelleri - Spor Çorabı - Bisiklet Çorabı - Tenis Çorabı - Çorap Üretimi - Erkek Çorap - Kadın Çorap - İzmir - İstanbul - Ankara - Denizli - Bursa - Manisa - Kocaeli - Konya - Kayseri - Samsun - Trabzon - Van - Antalya - Gaziantep;3/20/2026
yazicilarmetal@hotmail.com;E-Posta;Yazıcılar Metal Denizli – Denizli Metal , Denizli Lazer Kesim , Denizli Cnc Kesim , Denizli Plazma Kesim , Denizli Pres Kıvırma , Denizli Giyotin Makas , Denizli Silindir Kıvırma , Denizli Kaynaklı İmalat;3/20/2026
siparis@yazicilarmetal.com;E-Posta;Yazıcılar Metal Denizli – Denizli Metal , Denizli Lazer Kesim , Denizli Cnc Kesim , Denizli Plazma Kesim , Denizli Pres Kıvırma , Denizli Giyotin Makas , Denizli Silindir Kıvırma , Denizli Kaynaklı İmalat;3/20/2026
muhasebe@yazicilarmetal.com;E-Posta;Yazıcılar Metal Denizli – Denizli Metal , Denizli Lazer Kesim , Denizli Cnc Kesim , Denizli Plazma Kesim , Denizli Pres Kıvırma , Denizli Giyotin Makas , Denizli Silindir Kıvırma , Denizli Kaynaklı İmalat;3/20/2026
fatura@yazicilarmetal.com;E-Posta;Yazıcılar Metal Denizli – Denizli Metal , Denizli Lazer Kesim , Denizli Cnc Kesim , Denizli Plazma Kesim , Denizli Pres Kıvırma , Denizli Giyotin Makas , Denizli Silindir Kıvırma , Denizli Kaynaklı İmalat;3/20/2026
yayingida@yayingida.com.tr;E-Posta;Anasayfa — Yayıngıda Kur. Tar. Hayv. San. Tic. Ltd. Şti.;3/20/2026
info@ecemarbleexclusive.com;E-Posta;Ece Marble - Türkiye’nin Lider Mermer ve Doğaltaş Üreticisi;3/20/2026
info@ecemarble.com;E-Posta;Ece Marble - Türkiye’nin Lider Mermer ve Doğaltaş Üreticisi;3/20/2026
merhaba@yagiznakliyat.com;E-Posta;Yağız Nakliyat | Yurtiçi Lojistik ve Konteyner Taşımacılığı;3/20/2026
export@yakmer.com;E-Posta;Yakmer;3/20/2026
info@venera.com.tr;E-Posta;Venera Dış Ticaret Ltd. Şti;3/20/2026
info@vegatronik.com;E-Posta;Vegatronik;3/20/2026
muhasebe@yavaslartextile.com;E-Posta;Yavaşlar Textile | Denizli;3/20/2026
info@varliker.com;E-Posta;Varlıker Tekstil;3/20/2026
architecture@hub.com;E-Posta;Decoteks – Tekstil ve Mobilya;3/20/2026
architecture@liquid.com;E-Posta;Decoteks – Tekstil ve Mobilya;3/20/2026
artistik-logo@2x.png;E-Posta;Home | Artistik Stone;3/20/2026
info@artistik.com.tr;E-Posta;Home | Artistik Stone;3/20/2026
info@varols.com;E-Posta;Varols Aksesuar – Varols Aksesuar;3/20/2026
info@pupillacollection.com;E-Posta;Pupilla Collection Havlu, Bornoz ve Nevresim Takımları;3/20/2026
dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com;E-Posta;Ana Sayfa / Home | ulku.biz Ülkü Meyvecilik - Taze Ceviz, İç Ceviz ve Meyve Satışı;3/20/2026
c183baa23371454f99f417f6616b724d@sentry.wixpress.com;E-Posta;Ana Sayfa / Home | ulku.biz Ülkü Meyvecilik - Taze Ceviz, İç Ceviz ve Meyve Satışı;3/20/2026
8c4075d5481d476e945486754f783364@sentry.io;E-Posta;Ana Sayfa / Home | ulku.biz Ülkü Meyvecilik - Taze Ceviz, İç Ceviz ve Meyve Satışı;3/20/2026
18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com;E-Posta;Ana Sayfa / Home | ulku.biz Ülkü Meyvecilik - Taze Ceviz, İç Ceviz ve Meyve Satışı;3/20/2026
9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com;E-Posta;Ana Sayfa / Home | ulku.biz Ülkü Meyvecilik - Taze Ceviz, İç Ceviz ve Meyve Satışı;3/20/2026
ed436f5053144538958ad06a5005e99a@sentry.wixpress.com;E-Posta;Ana Sayfa / Home | ulku.biz Ülkü Meyvecilik - Taze Ceviz, İç Ceviz ve Meyve Satışı;3/20/2026
460ff4620fa44cba8df530afde949785@sentry.wixpress.com;E-Posta;Ana Sayfa / Home | ulku.biz Ülkü Meyvecilik - Taze Ceviz, İç Ceviz ve Meyve Satışı;3/20/2026
2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com;E-Posta;Ana Sayfa / Home | ulku.biz Ülkü Meyvecilik - Taze Ceviz, İç Ceviz ve Meyve Satışı;3/20/2026
78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com;E-Posta;Ana Sayfa / Home | ulku.biz Ülkü Meyvecilik - Taze Ceviz, İç Ceviz ve Meyve Satışı;3/20/2026
bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com;E-Posta;Ana Sayfa / Home | ulku.biz Ülkü Meyvecilik - Taze Ceviz, İç Ceviz ve Meyve Satışı;3/20/2026
5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com;E-Posta;Ana Sayfa / Home | ulku.biz Ülkü Meyvecilik - Taze Ceviz, İç Ceviz ve Meyve Satışı;3/20/2026
271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com;E-Posta;Ana Sayfa / Home | ulku.biz Ülkü Meyvecilik - Taze Ceviz, İç Ceviz ve Meyve Satışı;3/20/2026
info@um.com.tr;E-Posta;Uygar Makina San. ve Tic. Ltd. Şti.;3/20/2026
export@usakcevahirderi.com;E-Posta;USAK CEVAHIR DERI;3/20/2026
bilgi@usakcevahirderi.com;E-Posta;USAK CEVAHIR DERI;3/20/2026
logistics@usakcevahirderi.com;E-Posta;USAK CEVAHIR DERI;3/20/2026
info@usluselim.com;E-Posta;Uslu Selim Helva;3/20/2026
vateks@vateks.com.tr;E-Posta;VATEKS | Vatan Tekstil San. ve Tic. Ltd. Şti.;3/20/2026
info@vateks.com.tr;E-Posta;VATEKS | Vatan Tekstil San. ve Tic. Ltd. Şti.;3/20/2026
info@uspar.com.tr;E-Posta;Uspar Tekstil;3/20/2026
unuvar.tekstil@hotmail.com;E-Posta;ÜNÜVAR TEKSTİL VE SAN TİC LTD ŞTİ | BASKILI KUMAŞ | Mehmet Nesih Özmen, Taflan Sokak, Güngören/İstanbul, Türkiye;3/20/2026
info@urhantekstil.com;E-Posta;*Urhan Tekstil;3/20/2026
info@umttekstil.com;E-Posta;Denizli Umt Tekstil;3/20/2026
umateks@umateks.com;E-Posta;UMA TEKS;3/20/2026
info@umateks.com;E-Posta;UMA TEKS;3/20/2026
info@urm.com.tr;E-Posta;URM Kuruyemiş Kavurma ve Kurutma Makineleri;3/20/2026
info@ugurluotocam.com.tr;E-Posta;UĞURLU OTO CAM;3/20/2026
export@ugurluotocam.com.tr;E-Posta;UĞURLU OTO CAM;3/20/2026
info@elbasantekstil.com;E-Posta;Elbasan Tekstil | Kefen Takımı ve Cenaze Seti;3/20/2026
info@ugurlubaskiboya.com;E-Posta;Uğurlu Baskı Boya;3/20/2026
info@ucaktekstil.com.tr;E-Posta;Uçak Tekstil;3/20/2026
info@turkaylartekstil.com;E-Posta;Türkaylar Textile - Regenerated Yarn – Oeko -Tex - GRS;3/20/2026
info@turklaylartekstil.com;E-Posta;Türkaylar Textile - Regenerated Yarn – Oeko -Tex - GRS;3/20/2026
tumasan@tumasan.com;E-Posta;TÜMASAN MAKİNA SANAYİ | Tümasan | Denizli Tümasan | Tümasan Makina;3/20/2026
logo2-light@2x.png;E-Posta;TÜMASAN MAKİNA SANAYİ | Tümasan | Denizli Tümasan | Tümasan Makina;3/20/2026
logo@2x.png;E-Posta;TÜMASAN MAKİNA SANAYİ | Tümasan | Denizli Tümasan | Tümasan Makina;3/20/2026
info@tumasan.com;E-Posta;TÜMASAN MAKİNA SANAYİ | Tümasan | Denizli Tümasan | Tümasan Makina;3/20/2026
info@ugurlular.com.tr;E-Posta;Anasayfa | Uğurlular Tekstil;3/20/2026
export@ugurlular.com.tr;E-Posta;Anasayfa | Uğurlular Tekstil;3/20/2026
info@turkuaz.com.tr;E-Posta;Turkuaz | Ana Sayfa;3/20/2026
info@tuvahome.com;E-Posta;TUVA HOME;3/20/2026
info@turankuruyemis.com;E-Posta;Turan Kuruyemiş -Denizli Kuruyemiş;3/20/2026
info@tuaryapi.com;E-Posta;TU-AR Yapı Elemanları ve İzolasyon İnş.Taah.San.Tic.Ltd.Şti.;3/20/2026
turkar@turkartekstil.com;E-Posta;Turkar Textile Home Fashion | Arliva, Doraline, Doraline Home, Arliwa, Arliva Home;3/20/2026
info@torosorgu.com;E-Posta;Toros Örgü;3/20/2026
info@tosunoglu.com.tr;E-Posta;Tosunoglu Textile | Integrated Textile Manufacturing & Fabric Solutions;3/20/2026
info@themezaa.com;E-Posta;Tosunoglu Textile | Integrated Textile Manufacturing & Fabric Solutions;3/20/2026
erkan@tmdtekstil.com;E-Posta;TMD Textile;3/20/2026
info@teksimtekstil.com;E-Posta;Teksim Textile-Denizli textile;3/20/2026
info@tuanayapi.com;E-Posta;tuanab2b.com;3/20/2026
%20info@tekneltarim.com;E-Posta;Anasayfa - Teknel Tarım;3/20/2026
info@tekneltarim.com;E-Posta;Anasayfa - Teknel Tarım;3/20/2026
tedak@tedak.com.tr;E-Posta;Tedak;3/20/2026
info@tcmmakina.com.tr;E-Posta;TCM MAKİNA SAN. VE TİC. A.Ş.;3/20/2026
info@tatmanmuhendislik.com;E-Posta;Tatman Mühendislik - ANASAYFA;3/20/2026
proje@tatmanmuhendislik.com;E-Posta;Tatman Mühendislik - ANASAYFA;3/20/2026
info@tapasan.net;E-Posta;Tapasan Kauçuk Plastik San. ve Tic. Ltd. Şti.pipe stoppers-inflatable pipe stoppers-lateral packers - medusa packers;3/20/2026
sevval@sevvalmakine.com;E-Posta;Sevval Machine, nuts roasting machine, nuts drying machine;3/20/2026
info@denizlikaucuk.com;E-Posta;Denizli Kauçuk, Titreşim takozu, vantuz, oring, anti vibrasyon, oring, takoz, takozu, takozları;3/20/2026
info@nofly.com.tr;E-Posta;NOFLY - Denizli Sineklik - Plise Perde Sistemleri - Sineklik - Sineklik Sistemleri | Denizli;3/20/2026
info@nazenin.com.tr;E-Posta;Nazenin Home;3/20/2026
export@syetiket.com;E-Posta;SY Etiket • Custom Woven Labels • Printed Labels • Hangtags;3/20/2026
syetiket@syetiket.com;E-Posta;SY Etiket • Custom Woven Labels • Printed Labels • Hangtags;3/20/2026
info@mabmakina.com.tr;E-Posta;Mab - Yapı Kimyasalları Makineleri İmalatı;3/20/2026
info@suzertekstil.com.tr;E-Posta;Süzer Tekstil Grup;3/20/2026
info@levinda.com.tr;E-Posta;Levinda Home Collection;3/20/2026
info@tkmdoors.com;E-Posta;TKM DOORS | Porta Doors Türkiye Distribütörü;3/20/2026
info@beyzateks.com;E-Posta;Beyza Tekstil | Havlu, Bornoz, Sabahlık, Kundak, Sauna Kilt, Peştemal, Kumaş, Paspas;3/20/2026
info@sudokutekstil.com.tr;E-Posta;Sudoku Tekstil;3/20/2026
traktor@subasioglu.com.tr;E-Posta;SUBAŞIOĞLU TRAKTÖR;3/20/2026
subasioglu@subasioglu.com.tr;E-Posta;SUBAŞIOĞLU TRAKTÖR;3/20/2026
info@spinteks.com;E-Posta;Spinteks: Karbon Fiber Kumaş Üretimi, Kompozit Kumaş Çeşitleri;3/20/2026
sorkun@sorteks.com;E-Posta;Sorteks İplik;3/20/2026
info@travertineworld.com;E-Posta;Sorkun Marble :: World of Travertine;3/20/2026
selimhapeloglu@gmail.com;E-Posta;SANAYİ ODASI İHRACAT YAPAN ÜLKELER - Google'da Ara;3/20/2026
siirttso@hotmail.com;E-Posta;Anasayfa - Siirt Ticaret ve Sanayi Odası;3/20/2026
ozgurcalapkulu@siirttso.org.tr;E-Posta;Projeler - Siirt Ticaret ve Sanayi Odası;3/20/2026
seydisehirtso42@gmail.com;E-Posta;Seydişehir Ticaret ve Sanayi Odası;3/20/2026
info@izto.org.tr;E-Posta;İzmir Ticaret Odası;3/20/2026
iletisim@atonet.org.tr;E-Posta;Ankara Ticaret Odası Web Portali;3/20/2026
baskan@ebso.org.tr;E-Posta;Üyeler;3/20/2026
info@ayso.org.tr;E-Posta;Aydın Sanayi Odası;3/20/2026
dim@aso.org.tr;E-Posta;Ankara Sanayi Odası;3/20/2026
cevre@aso.org.tr;E-Posta;Ankara Sanayi Odası;3/20/2026
aso@hs02.kep.tr;E-Posta;Ankara Sanayi Odası;3/20/2026
aso@aso.org.tr;E-Posta;Ankara Sanayi Odası;3/20/2026
gensek@aso.org.tr;E-Posta;Ankara Sanayi Odası;3/20/2026
baskanlik@aso.org.tr;E-Posta;Ankara Sanayi Odası;3/20/2026
ticaret@aso.org.tr;E-Posta;Ankara Sanayi Odası;3/20/2026
bilisim@aso.org.tr;E-Posta;Ankara Sanayi Odası;3/20/2026
cevik@aso.org.tr;E-Posta;Ankara Sanayi Odası;3/20/2026
gym@aso.org.tr;E-Posta;Ankara Sanayi Odası;3/20/2026
muhasebe@aso.org.tr;E-Posta;Ankara Sanayi Odası;3/20/2026
ik@aso.org.tr;E-Posta;Ankara Sanayi Odası;3/20/2026
egitim@aso.org.tr;E-Posta;Ankara Sanayi Odası;3/20/2026
sicil@aso.org.tr;E-Posta;Ankara Sanayi Odası;3/20/2026
uyeiliskileri@aso.org.tr;E-Posta;Ankara Sanayi Odası;3/20/2026
info@kso.org.tr;E-Posta;Üyeler | Konya Sanayi Odası;3/20/2026
kso@kso.org.tr;E-Posta;Üyeler | Konya Sanayi Odası;3/20/2026
contact@relatik.com;E-Posta;Üyeler | Konya Sanayi Odası;3/20/2026
info@kayso.org.tr;E-Posta;ÜYE LİSTESİ;3/20/2026
akkaya@akkaya.com.tr;E-Posta;Akkaya Isı Makınaları Ve ... | Isıtma - Soğutma Sistemle... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
hidromas@hidromas.com;E-Posta;Galıpoglu Hıdromas Hıdrol... | Hidrolik Sistemler - Lift... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
kutas_ambalaj@outlook.com;E-Posta;Kutas Ambalaj Sanayı Tıca... | Ambalaj (plastik-kağıt Vb... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
info@imas.com.tr;E-Posta;Imas Makına Sanayı Anonım... | Değirmen Makinaları Ve Gı... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
pekparlak64@ttnet.net.tr;E-Posta;Mustafa Pekparlak-basara ... | Metal Ve Metal Ürünleri S... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
info@hasteknik.com.tr;E-Posta;Hasteknık Oto Yedek Parça... | Taşıt Araçları Yürüyen Ak... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
tasasaluminyum@hotmail.com;E-Posta;Tasas Alümınyum Sanayı Ve... | Metal Ve Metal Ürünleri S... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
tekbas@tekbasun.com.tr;E-Posta;Tekbas Un Sanayı Ve Tıcar... | Un - Unlu Mamüller Ve Unl... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
bilgi@rekorkarasor.com;E-Posta;Iyıbıldıren Karasör Sanay... | Araç Üstü Ekipmanlar | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
muhasebe@saritas.com;E-Posta;Sarıtas Motor Yenıleme Ma... | Genel Makina İmalat Sanay... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
bilgi@erkoclar.com;E-Posta;Erkoçlar Kalıp Ve Asansör... | Tarım Alet Ve Makinaları ... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
haspompa@haspompa.com;E-Posta;Haspompa Makına Elektrık ... | Hidrolik Sistemler - Lift... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
gaz@otojen.com.tr;E-Posta;Otojen Otomotıv Makına Kı... | Lastik-kauçuk-madeni Yağ-... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
muhasebe@taskinlarun.com;E-Posta;Taskınlar Un Fabrıkası Sa... | Un - Unlu Mamüller Ve Unl... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
bilgi@akuguplastik.com;E-Posta;Akugur Tekstıl Plastık Kı... | Ambalaj (plastik-kağıt Vb... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
astas@astasambalaj.com;E-Posta;Asplastık Ambalaj Sanayı ... | Ambalaj (plastik-kağıt Vb... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
elko@elko.com.tr;E-Posta;Elko Oto Yedek Parça Meta... | Araç Üstü Vinç - Elekrikl... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
cyilmaz@ariun.com;E-Posta;Arı Un Fabrıkası Sanayı V... | Un - Unlu Mamüller Ve Unl... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
bilgi@kokenler.com;E-Posta;Kökenler Karasör Sanayi V... | Araç Üstü Ekipmanlar | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
emin@eminsekerleme.com.tr;E-Posta;Emın Sekerleme Gıda Tasım... | Şeker - Şekerli Maddeler ... | Firma Bilgileri | Üyeler | Konya Sanayi Odası;3/20/2026
