Email;Tip;Kaynak;Tarih
sataccounting@sumiagro.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
svctarim@hs03.kep.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
saban_yayla3838@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@sumbul.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ayfer@stppetrol.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
mujde@strongenerji.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@oguzgida.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
elif@spenerji.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
soudaltr@soudal.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
canan@sonmezlergroup.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
sivteks@sivteks.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@sipalmobilya.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@sistemamutfak.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@sinanatlasplastik.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
simge@simgetek.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
arif@sgatextile.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@settohum.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
sey-teksmuhasebe@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe2@serrapack.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@seraelektromarket.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@bilsenkimya.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
denizbatmaz@sepasplastik.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
meltem@scametal.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
semboldokum@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ssaglar@senapastampa.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
seref.sert@sarteks.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
sarmak@sarmak.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@samitrafo.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@saltelektrik.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
emel.taskin@weber.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@salhafriyat.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
adanamuhasebe@safas.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@sabuncular.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ahmetaldemir385@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@rusencivata.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@rtmakina.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@rimasgida.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
nizamettinarslan01@icloud.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@rhosus.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@realteks.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@reconsantobacco.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
yoruksanemre@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@rayvag.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
rastaskapak@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@proserchemicals.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
nilufer.karaman@plasteks.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@properperlit.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ozden.okuducu@plas.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@pidok.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
erman.batur@gemaoil.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@beyazkagit.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
banu.ucar@perilkimya.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe.pekcan@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@pe-ba.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
parpentahir@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
parlak@parlakboya.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
mekici@cyh.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
orhan@panelelektrik.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
paneks@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@ozteknikenerji.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@palex-tr.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@hevin.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ozlumuhasebe@ozlukardesler.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@ozkanlarbaskul.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ozkol@ozkol.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ozerciyes@ozerciyeskuruyemis.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ozkaplastik01@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@ozokmenler.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@ovatekstil.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
gokhan@arseteks.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
oriontobacco@outlook.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
serkan.akgol@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@ortadogualuminyum.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
dogu.kimya@mynet.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@onerseparator.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
onaydokum@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
amirticaretkenan@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
mustafa.nurilac@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@nur-is.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
kocaktelorgu@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@noyanerotomotiv.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
nergiztarim01@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
bilgi@normmuhendislik.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
nazikmarble@yahoo.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@nedexmetal.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
narlicagida@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
nazikmermer@yahoo.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
mustafaatasever1979@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
dongjinmuhasebe@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
seher@murmet.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@papertobacco.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
smmmbircanaltuntas@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muratt@migros.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
metroyemek@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@meteksmoda.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
kadir@betatransformer.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@mekatrade.net;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@mespacking.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
gulcan.yilmaz@may.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@medenibaskul.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@mekaline.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
kolisan@kolisan.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@marlateks.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@makserpress.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe1@magmett.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
limkon@limkon.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@larasolar.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@lidersolarenerji.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@kyk.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@bigazzi.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ekincilertarim@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
kurmeller@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@kotonmensucat.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
koray@koraykimya.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
feray@konilhali.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
koneksboya@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@kirmizidam.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
canberk.hatko@kizilay.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
alia@kimsoy.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@kimtex.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
keskinplastic@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@kilikya.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@kartekstekstil.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@karincatekstil.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ayseyalcin@karmistekstil.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@lesahome.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
kadriyeyilmaz@kamasgalvaniz.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@kaditeks.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@fesastudio.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
merkez@interglass.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
mail@inparaf.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@integralmgs.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
kaanbesler@indigotunel.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
imgi.mermer@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@imkobeton.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@ilsantex.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@ilhanplastik.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
selimcelik@idsenerji.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
nkose@hrtfood.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
h.balhkt@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
arifeuckac@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@hisaryapi.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@hastobacco.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@hassangida.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@halkhijyenik.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
guven_gunteks@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
zarlier@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
aga_karaca@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@gurtug.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
gps_gursuplastik@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@gulezler.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
gul.kimya@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
onder.ciftci@gbrx.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
nilay@fgplast.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
aydemir0144@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
asistan@gizir.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
belmabaci@germaksan.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
clktaner@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@gentamakina.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@germuhendislik.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
selin@getatarim.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
gemsa@gemsaboya.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@gapcay.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
bilalu@garanti.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@furteksdokuma.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@galmetsan.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
esatozsirkinti@fixa.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muratbingul@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
lubrixkimya@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@ezertekstil.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
fatih@fkf.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
evrengida@ttmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
